Product_name,Parent_node,Child_node,child_node_name,lot_size,leadtime,process_capa,long_vacation_weeks,LT_boat,LT_air,LT_qourier,weeks_year,SS_days,TAX_currency_condition,HS_code,customs_tariff_rate,price_elasticity,cost_standard_flag,AR_lead_time,AP_lead_time,PSI_graph_flag,buffering_stock_flag
SOC_A18,root,supply_point,supply_point,10000,1,999999,[],21,7,3,52,7,profile,,0,0,0,30,45,OFF,OFF
SOC_A18,supply_point,SOC_TAIWAN_FAB,SOC_TAIWAN_FAB,10000,1,999999,[],21,7,3,52,7,profile,,0,0,0,30,45,OFF,OFF
SOC_A18,SOC_TAIWAN_FAB,ASM_CHINA_MAIN,ASM_CHINA_MAIN,10000,5,999999,[],21,5,3,52,7,profile,,0,0,0,30,45,OFF,OFF
SOC_A18,SOC_TAIWAN_FAB,ASM_INDIA_MAIN,ASM_INDIA_MAIN,10000,7,999999,[],21,7,5,52,7,profile,,0,0,0,30,45,OFF,OFF
SOC_A18,SOC_TAIWAN_FAB,ASM_VIETNAM_MAIN,ASM_VIETNAM_MAIN,10000,6,999999,[],21,6,4,52,7,profile,,0,0,0,30,45,OFF,OFF
OLED_68,root,supply_point,supply_point,8000,1,999999,[],21,7,3,52,7,profile,,0,0,0,30,45,OFF,OFF
OLED_68,supply_point,DISPLAY_KOREA_PLANT,DISPLAY_KOREA_PLANT,8000,1,999999,[],21,7,3,52,7,profile,,0,0,0,30,45,OFF,OFF
OLED_68,DISPLAY_KOREA_PLANT,ASM_CHINA_MAIN,ASM_CHINA_MAIN,8000,4,999999,[],21,4,2,52,7,profile,,0,0,0,30,45,OFF,OFF
OLED_68,DISPLAY_KOREA_PLANT,ASM_INDIA_MAIN,ASM_INDIA_MAIN,8000,6,999999,[],21,6,4,52,7,profile,,0,0,0,30,45,OFF,OFF
OLED_68,DISPLAY_KOREA_PLANT,ASM_VIETNAM_MAIN,ASM_VIETNAM_MAIN,8000,5,999999,[],21,5,3,52,7,profile,,0,0,0,30,45,OFF,OFF
MEM_256,root,supply_point,supply_point,12000,1,999999,[],21,7,3,52,7,profile,,0,0,0,30,45,OFF,OFF
MEM_256,supply_point,MEM_CHINA_PLANT,MEM_CHINA_PLANT,12000,1,999999,[],21,7,3,52,7,profile,,0,0,0,30,45,OFF,OFF
MEM_256,MEM_CHINA_PLANT,ASM_CHINA_MAIN,ASM_CHINA_MAIN,12000,2,999999,[],21,2,1,52,7,profile,,0,0,0,30,45,OFF,OFF
MEM_256,MEM_CHINA_PLANT,ASM_INDIA_MAIN,ASM_INDIA_MAIN,12000,5,999999,[],21,5,3,52,7,profile,,0,0,0,30,45,OFF,OFF
MEM_256,MEM_CHINA_PLANT,ASM_VIETNAM_MAIN,ASM_VIETNAM_MAIN,12000,4,999999,[],21,4,2,52,7,profile,,0,0,0,30,45,OFF,OFF
CAM_PRO,root,supply_point,supply_point,6000,1,999999,[],21,7,3,52,7,profile,,0,0,0,30,45,OFF,OFF
CAM_PRO,supply_point,CAM_JAPAN_MODULE,CAM_JAPAN_MODULE,6000,1,999999,[],21,7,3,52,7,profile,,0,0,0,30,45,OFF,OFF
