product_name,node_name,iso_year,iso_week,value,lot_size,S_lot,lot_id_list
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,39,10500.0,1000,11,"['CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390001', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390002', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390003', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390004', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390005', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390006', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390007', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390008', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390009', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390010', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027390011']"
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,40,24500.0,1000,25,"['CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400001', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400002', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400003', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400004', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400005', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400006', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400007', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400008', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400009', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400010', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400011', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400012', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400013', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400014', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400015', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400016', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400017', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400018', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400019', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400020', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400021', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400022', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400023', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400024', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027400025']"
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,41,24500.0,1000,25,"['CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410001', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410002', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410003', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410004', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410005', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410006', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410007', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410008', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410009', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410010', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410011', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410012', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410013', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410014', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410015', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410016', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410017', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410018', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410019', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410020', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410021', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410022', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410023', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410024', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027410025']"
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,42,24500.0,1000,25,"['CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420001', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420002', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420003', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420004', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420005', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420006', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420007', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420008', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420009', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420010', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420011', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420012', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420013', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420014', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420015', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420016', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420017', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420018', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420019', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420020', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420021', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420022', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420023', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420024', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027420025']"
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,43,24500.0,1000,25,"['CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430001', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430002', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430003', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430004', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430005', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430006', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430007', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430008', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430009', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430010', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430011', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430012', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430013', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430014', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430015', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430016', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430017', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430018', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430019', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430020', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430021', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430022', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430023', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430024', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027430025']"
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,44,29400.0,1000,30,"['CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440001', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440002', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440003', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440004', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440005', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440006', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440007', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440008', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440009', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440010', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440011', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440012', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440013', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440014', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440015', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440016', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440017', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440018', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440019', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440020', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440021', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440022', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440023', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440024', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440025', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440026', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440027', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440028', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440029', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027440030']"
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,45,29400.0,1000,30,"['CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450001', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450002', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450003', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450004', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450005', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450006', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450007', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450008', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450009', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450010', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450011', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450012', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450013', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450014', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450015', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450016', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450017', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450018', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450019', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450020', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450021', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450022', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450023', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450024', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450025', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450026', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450027', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450028', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450029', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027450030']"
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,46,29400.0,1000,30,"['CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460001', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460002', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460003', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460004', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460005', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460006', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460007', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460008', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460009', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460010', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460011', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460012', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460013', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460014', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460015', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460016', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460017', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460018', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460019', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460020', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460021', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460022', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460023', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460024', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460025', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460026', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460027', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460028', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460029', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027460030']"
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,47,29400.0,1000,30,"['CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470001', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470002', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470003', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470004', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470005', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470006', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470007', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470008', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470009', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470010', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470011', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470012', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470013', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470014', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470015', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470016', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470017', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470018', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470019', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470020', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470021', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470022', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470023', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470024', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470025', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470026', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470027', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470028', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470029', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027470030']"
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,48,33400.0,1000,34,"['CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480001', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480002', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480003', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480004', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480005', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480006', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480007', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480008', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480009', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480010', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480011', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480012', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480013', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480014', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480015', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480016', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480017', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480018', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480019', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480020', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480021', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480022', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480023', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480024', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480025', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480026', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480027', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480028', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480029', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480030', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480031', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480032', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480033', 'CS_CN_PREMIUM-IPHONE_NM_2028_BASE-2027480034']"
