product_name,node_name,offering_price_ASIS,offering_price_TOBE
IPHONE_NM_2028_BASE,supply_point,0.0,0.0
IPHONE_NM_2028_BASE,DAD_FAS_AMER,0.0,0.0
IPHONE_NM_2028_BASE,DAD_FAS_EURO,0.0,0.0
IPHONE_NM_2028_BASE,DAD_FAS_APAC,0.0,0.0
IPHONE_NM_2028_BASE,WS_NA,0.0,0.0
IPHONE_NM_2028_BASE,WS_EU,0.0,0.0
IPHONE_NM_2028_BASE,WS_APAC,0.0,0.0
IPHONE_NM_2028_BASE,RT_US_ONLINE,969.0,998.07
IPHONE_NM_2028_BASE,RT_US_CARRIER,954.47,983.1
IPHONE_NM_2028_BASE,RT_DE_ONLINE,1046.52,1077.92
IPHONE_NM_2028_BASE,RT_UK_CARRIER,1036.83,1067.93
IPHONE_NM_2028_BASE,RT_JP_APPLE,998.07,1028.01
IPHONE_NM_2028_BASE,RT_IN_ECOM,872.1,898.26
IPHONE_NM_2028_BASE,RT_CN_ONLINE,949.62,978.11
IPHONE_NM_2028_BASE,CS_US_PREMIUM,969.0,998.07
IPHONE_NM_2028_BASE,CS_US_MAINSTREAM,954.47,983.1
IPHONE_NM_2028_BASE,CS_DE_PREMIUM,1046.52,1077.92
IPHONE_NM_2028_BASE,CS_UK_MAINSTREAM,1036.83,1067.93
IPHONE_NM_2028_BASE,CS_JP_REPLACEMENT,998.07,1028.01
IPHONE_NM_2028_BASE,CS_IN_ASPIRER,872.1,898.26
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,949.62,978.11
IPHONE_NM_2028_PRO,supply_point,0.0,0.0
IPHONE_NM_2028_PRO,DAD_FAS_AMER,0.0,0.0
IPHONE_NM_2028_PRO,DAD_FAS_EURO,0.0,0.0
IPHONE_NM_2028_PRO,DAD_FAS_APAC,0.0,0.0
IPHONE_NM_2028_PRO,WS_NA,0.0,0.0
IPHONE_NM_2028_PRO,WS_EU,0.0,0.0
IPHONE_NM_2028_PRO,WS_APAC,0.0,0.0
IPHONE_NM_2028_PRO,RT_US_ONLINE,1169.0,1204.07
IPHONE_NM_2028_PRO,RT_US_CARRIER,1151.46,1186.01
IPHONE_NM_2028_PRO,RT_DE_ONLINE,1262.52,1300.4
IPHONE_NM_2028_PRO,RT_UK_CARRIER,1250.83,1288.35
IPHONE_NM_2028_PRO,RT_JP_APPLE,1204.07,1240.19
IPHONE_NM_2028_PRO,RT_IN_ECOM,1052.1,1083.66
IPHONE_NM_2028_PRO,RT_CN_ONLINE,1145.62,1179.99
IPHONE_NM_2028_PRO,CS_US_PREMIUM,1169.0,1204.07
IPHONE_NM_2028_PRO,CS_US_MAINSTREAM,1151.46,1186.01
IPHONE_NM_2028_PRO,CS_DE_PREMIUM,1262.52,1300.4
IPHONE_NM_2028_PRO,CS_UK_MAINSTREAM,1250.83,1288.35
IPHONE_NM_2028_PRO,CS_JP_REPLACEMENT,1204.07,1240.19
IPHONE_NM_2028_PRO,CS_IN_ASPIRER,1052.1,1083.66
IPHONE_NM_2028_PRO,CS_CN_PREMIUM,1145.62,1179.99
