product_id,node_id,week,sales_price,unit_cost,margin_rate,floor_applied,policy_type
RICE_KOSHIHIKARI,MARKET_TOKYO,202601,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202602,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202603,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202604,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202605,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202606,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202607,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202608,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202609,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202610,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202611,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202612,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202613,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202614,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202615,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202616,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202617,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202618,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202619,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202620,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202621,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202622,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202623,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202624,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202625,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202626,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202627,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202628,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202629,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202630,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202631,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202632,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202633,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202634,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202635,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202636,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202637,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202638,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202639,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202640,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202641,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202642,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202643,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202644,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202645,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202646,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202647,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202648,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202649,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202650,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202651,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_TOKYO,202652,6357.14,4450.0,0.3,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202601,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202602,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202603,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202604,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202605,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202606,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202607,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202608,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202609,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202610,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202611,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202612,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202613,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202614,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202615,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202616,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202617,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202618,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202619,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202620,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202621,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202622,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202623,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202624,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202625,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202626,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202627,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202628,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202629,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202630,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202631,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202632,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202633,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202634,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202635,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202636,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202637,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202638,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202639,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202640,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202641,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202642,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202643,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202644,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202645,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202646,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202647,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202648,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202649,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202650,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202651,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_OSAKA,202652,6000.0,4320.0,0.28,False,target
RICE_KOSHIHIKARI,MARKET_NAGOYA,202601,5794.52,4230.0,0.27,False,target
RICE_KOSHIHIKARI,MARKET_NAGOYA,202602,5794.52,4230.0,0.27,False,target
RICE_KOSHIHIKARI,MARKET_NAGOYA,202603,5794.52,4230.0,0.27,False,target
RICE_KOSHIHIKARI,MARKET_NAGOYA,202604,5794.52,4230.0,0.27,False,target
